"Countries and regions","Population (Total)","Population (Under18)","Population (Under 5)","Annual population growth rate (2000-2020)","Annual population growth rate (2020-2030)","Annual number of births (thousands)","Total fertility (live births per woman)","Life expectancy at birth (1970)","Life expectancy at birth (2000)","Life expectancy at birth (2021)","Dependency ratio (total)","Dependency ratio (child)","Dependency ratio (old age)","Share of urban population (%)","Annual growth rate of urban population (2000-2020)","Annual growth rate of urban population (2020-2030)","Net migration rate (per 1,000 population)","Out-of-school rate: one year before primary entry age (Male)","Out-of-school rate: one year before primary entry age (Female)","Out-of-school rate: primary education (Male)","Out-of-school rate: primary education (Female)","Out-of-school rate: lower secondary education (Male)","Out-of-school rate: lower secondary education (Female)","Out-of-school rate: upper secondary education (Male)","Out-of-school rate: upper secondary education (Female)","Gini coefficient","GDP per capita"
"Afghanistan",40099.462,"20297.885999999999","6490.5540000000001",3.28682420696227,2.3251690622007,1440.941,4.6434,37.4178,55.2978,61.9824,"84.599000000000004","80.161000000000001","4.4379999999999997","26.314","4.0702261153356298","3.49159299206798",-4.569,NA,NA,NA,NA,NA,NA,"43.780520000000003","68.688249999999996",NA,"507.10343189999998"
"Albania",2854.71,"574.38750000000005","141.393",-0.496681093197832,-0.248324219496713,29.289,1.3897,64.8239,75.4043,76.4626,"48.183","24.126999999999999","24.056000000000001","62.969000000000001","1.39596342008939","0.77128762825853103",-3.71,"3.8969399999999998","1.8451900000000001","5.5403200000000004","1.9324399999999999","5.4786799999999998","1.3040099999999999","21.924659999999999","15.10066","1.27","5353.2448560000003"
"Algeria",44177.9685,"15526.205","4870.8424999999997",1.64266112902594,1.23736723704826,950.888,2.8886,43.1597,70.4779,76.3767,"58.463999999999999","48.667999999999999","9.7959999999999994","74.260999999999996","2.6305507005642599","1.7846336801401299",-0.425,NA,NA,NA,NA,NA,NA,NA,NA,"0.99","3973.9640720000002"
"Andorra",79.034,"12.7765","2.5385",0.770115870065779,0.437249045421037,0.567,1.1254,74.2557,80.9193,80.3684,"38.140999999999998","18.062000000000001","20.079999999999998","87.858000000000004","0.53349181542596302","0.42648861275421202",17.556,NA,NA,NA,NA,NA,NA,NA,NA,"1","40886.391159999999"
"Angola",34503.7735,"17832.975999999999","5983.4065000000001",3.3928057840403,2.68444661410197,1338.792,5.3044,40.1904,46.0236,61.6434,"91.474000000000004","86.506","4.968","67.459999999999994","4.7657380156741898","3.4312064449672599",0.843,"31.181039999999999","38.515030000000003",NA,NA,NA,NA,NA,NA,"3.46","2790.726615"
"Anguilla",15.753,"3.29","0.79849999999999999",1.63859407236449,0.270103766565242,0.15,1.273,65.1144,75.9922,76.6138,"38.567","24.436","14.131","100","1.6385940723644901","0.27010376656524199",7.07,"14.232670000000001","0",NA,NA,NA,NA,NA,NA,NA,NA
"Antigua and Barbuda",93.2195,"21.334499999999998","5.3114999999999997",1.00361366437098,0.463408083790753,1.129,1.5798,70.0583,74.6058,78.4968,"40.872","26.513999999999999","14.359","24.38","-0.30001548096337599","0.59417758032208601",0,"13.50614","4.2194099999999999","1.5834299999999999","1.8746100000000001","1.77203","3.2762799999999999","12.002789999999999","13.390309999999999",NA,"17112.82113"
"Argentina",45276.78,"12668.845499999999","3332.7415000000001",0.926828560043024,0.518354099657528,629.391,1.8854,65.5887,73.926,75.3899,"54.27","36.031999999999996","18.238","92.228999999999999","1.0828465011975901","0.629981036749377",0.052,"1.1415500000000001","0.29380000000000001",NA,NA,"0.63536999999999999","1.2537","14.56729","6.6132099999999996","2.12","9912.2818090000001"
"Armenia",2790.9735,"669.17550000000006","182.91900000000001",-0.579263128659198,-0.150551069928803,33.7,1.575,63.8727,70.6236,72.0431,"49.628999999999998","30.558","19.071000000000002","63.430999999999997","-0.67995304176090798","0.16483092435855901",-4.585,"36.261139999999997","37.948259999999998","10.54438","10.40104","10.781409999999999","8.6264299999999992","13.186249999999999","1.4350000000000001","1.44","4622.7334929999997"
"Australia",25921.089,"5666.9380000000001","1537.473",1.42829051699059,0.855296499628569,298.496,1.5962,70.6537,79.6309,84.5265,"53.71","28.242000000000001","25.468","86.361999999999995","1.5403628541458301","0.99982211705697799",4.56,"17.756430000000002","18.162880000000001","1.39621","1.5192099999999999","1.8969","2.15327","8.8539999999999992","5.5267999999999997","1.3","55057.204700000002"
"Austria",8922.082,"1542.2840000000001","430.8485",0.505621238687098,0.148595907966248,84.647,1.4701,70.0864,78.2358,81.5797,"51.118000000000002","21.739000000000001","29.379000000000001","58.994999999999997","0.388329972240195","0.61357542548163502",2.279,"2.1331199999999999","0.78944000000000003","0.28883999999999999","0.11877","1.12154","0.45182","10.51243","8.99559","0.97","50121.554210000002"
"Azerbaijan",10312.992,"2895.904","705.32500000000005",1.08441292435359,0.369112931428356,127.085,1.6638,59.0184,64.8905,69.3658,"44.179000000000002","34.494999999999997","9.6839999999999993","56.776000000000003","1.52750913283016","1.04937083118149",0.105,"16.28059","17.318300000000001","12.06504","8.6067800000000005","0.76283000000000001","0.46449000000000001","0.12584000000000001","0.17080000000000001","0.66","4793.1255590000001"
"Bahamas",407.9055,"99.796499999999995","23.202500000000001",1.06497884525647,0.508301719786879,4.666,1.3889,65.9258,72.0411,71.5983,"39.256999999999998","27.326000000000001","11.930999999999999","83.364999999999995","1.1363286429819901","0.66818573064389997",1.19,"64.390069999999994","60.392609999999998",NA,NA,NA,NA,NA,NA,"1.97","34863.742100000003"
"Bahrain",1463.2655,"347.72250000000003","97.609499999999997",3.47996129231147,0.579281393557077,17.501,1.811,64.4498,75.4964,78.7605,"31.347000000000001","26.765000000000001","4.5819999999999999","89.622","3.54067788636458","0.71257181151249804",-6.235,"31.478090000000002","28.214040000000001","1.8661300000000001","2.8348100000000001","7.0371699999999997","0.12792000000000001","18.122140000000002","6.3463599999999998",NA,"23503.977129999999"
"Bangladesh",169356.251,"54801.034500000002","14663.335499999999",1.23429219593509,0.879335727646025,3019.672,1.981,42.5867,65.7791,72.3811,"47.667000000000002","39.061999999999998","8.6050000000000004","38.945999999999998","3.5267224179378598","2.50133402476615",-1.03,NA,NA,NA,NA,"40.494889999999998","25.43216","40.16995","33.459099999999999","2.93","1855.739824"
"Barbados",281.1995,"58.965499999999999","15.0845",0.280128082945181,0.0770299695269493,3.046,1.6327,68.2725,74.0891,77.5714,"48.981999999999999","25.568999999999999","23.413","31.245999999999999","-0.106203862335447","0.52652906603263805",-0.1,"12.8628","12.04654","1.97899","3.3452600000000001","3.5863800000000001","3.7429100000000002","7.9036","4.2407700000000004","3.07","18148.244930000001"
"Belarus",9578.1675,"1901.431","473.71249999999998",-0.298277965287934,-0.412706005007517,88.853,1.483,71.2458,69.1801,72.438,"50.76","25.388999999999999","25.372","79.91","0.30854922023236903","1.0977829208155101E-2",1.354,"0.42219000000000001","3.5538799999999999","4.5055199999999997","6.0293400000000004","1.2888200000000001","0.81306","7.7514000000000003","4.5875300000000001","0.88","6697.9686149999998"
"Belgium",11611.4195,"2328.7745","599.48299999999995",0.566777821747256,0.241875626545744,116.448,1.5831,70.9354,77.7665,81.8787,"56.506999999999998","26.117999999999999","30.388999999999999","98.117000000000004","0.61312679553965299","0.273058500078949",4.519,"4.2681300000000002","3.2498100000000001","1.2964500000000001","0.46626000000000001","0.48752000000000001","0.16930999999999999","2.2206999999999999","1.96315","0.86","46345.403290000002"
"Belize",400.031,"136.26249999999999","37.493499999999997",2.3635967527114,1.1955897553541,7.186,2.0104,63.4679,68.5645,70.4697,"49.682000000000002","42.264000000000003","7.4180000000000001","46.201000000000001","2.4289142570239299","1.6882430255257601",1.443,"14.99118","16.136479999999999","0.52959000000000001","1.64405","14.466010000000001","16.0596","34.786940000000001","27.733540000000001","3.89","4815.1637110000001"
"Benin",12996.895,"6376.1644999999999","2136.6705000000002",2.81659881139354,2.36174027770802,475.832,4.9731,42.1894,56.5779,59.821,"84.007000000000005","78.346999999999994","5.6609999999999996","48.972000000000001","3.9284966164332298","3.37743717931642",0.133,"14.84127","15.56789","3.9059699999999999","9.6247000000000007","38.077979999999997","46.177259999999997","58.684359999999998","68.905709999999999","2.92","1219.4326719999999"
"Bhutan",777.4865,"219.99449999999999","50.792000000000002",1.30601132153262,0.558997519740214,9.703,1.4132,39.9531,62.0103,71.815,"40.723999999999997","32.088999999999999","8.6349999999999998","43.008000000000003","3.7331907532690498","1.8145285229307799",0.374,"58.464500000000001","58.744390000000003","5.0594299999999999","2.2049799999999999","17.99222","5.8473600000000001","32.778080000000003","22.34422","1.6","3316.175714"
"Bolivia (Plurinational State of)",12079.472,"4470.1909999999998","1271.934",1.56507014671553,1.20337247096992,263.82,2.6178,46.5974,62.3461,63.6304,"56.329000000000001","48.652999999999999","7.6760000000000002","70.474999999999994","2.1677266066601399","1.65825296744739",-0.386,"7.0971000000000002","6.8193400000000004","5.0998999999999999","4.69231","11.71913","11.46017","22.114640000000001","21.503240000000002","2.17","3552.0687600000001"
"Bosnia and Herzegovina",3270.943,"588.04349999999999","153.91849999999999",-1.09843206131758,-0.584429065590473,27.646,1.3498,66.6883,74.4957,75.3003,"49.393000000000001","22.288","27.105","49.424999999999997","-0.40577755860208897","0.222487587072277",-7.878,"69.938800000000001","71.408789999999996","13.223800000000001","13.34897","5.3179600000000002","7.0780399999999997","20.269349999999999","16.771550000000001","1.27","6108.5106960000003"
"Botswana",2588.423,"1000.1575","296.53800000000001",1.84906932564315,1.40586295161902,60.999,2.7914,55.1975,51.0109,61.1409,"57.497999999999998","51.84","5.6580000000000004","71.56","3.2135003013586201","2.1380909254457801",0.702,"78.882779999999997","78.458860000000001","9.7893000000000008","8.0805299999999995","10.61073","9.2659699999999994","21.395659999999999","18.140470000000001","3.79","7961.3251810000002"
"Brazil",214326.223,"53464.86","14240.613499999999",0.916414853773247,0.445692951542926,2760.958,1.6406,57.1714,69.7367,72.7504,"43.106000000000002","29.395","13.711","87.316999999999993","1.24941545918574","0.67304067577249305",0.095,"0","1.1983299999999999","0.85550000000000004","0.57630999999999999","3.43146","1.21044","15.638109999999999","14.31466","4.07","8717.1862779999992"
"British Virgin Islands",31.122,"6.02","1.163",2.04850393754532,0.593420715375999,0.237,1.0052,66.6092,73.966,74.4941,"32.765000000000001","20.196999999999999","12.567","48.92","2.7608796139459799","1.3606199862720001",4.121,"5.6377699999999997","0",NA,NA,NA,NA,"24.090910000000001","15.88785",NA,NA
"Brunei Darussalam",445.373,"119.4055","31.97",1.33222194106182,0.62787470545498,6.147,1.7779,64.1102,74.0801,74.6424,"39.192999999999998","31.105","8.0879999999999992","78.554000000000002","1.7842303070034","0.95230938529424003",-0.431,"5.4231699999999998","5.9270100000000001","1.8298000000000001","1.5225299999999999",NA,NA,"19.448360000000001","13.897320000000001","4.9800000000000004","31086.751120000001"
"Bulgaria",6885.8675,"1155.971","306.12599999999998",-0.707849417874141,-0.944938016759234,58.112,1.586,71.2764,71.6091,71.798,"57.271999999999998","22.01","35.262","76.025000000000006","-0.26046113854661701","-0.55201373558551103",-1.265,"16.244019999999999","17.480969999999999","14.605029999999999","14.61375","13.99865","15.18407","13.616540000000001","17.759039999999999","1.95","9828.1485150000008"
"Burkina Faso",22100.6835,"11243.9115","3567.7294999999999",2.82859700874841,2.2357974571829,785.817,4.7718,39.2393,50.8468,59.2696,"87.4","82.626000000000005","4.7729999999999997","31.24","5.3979371216107497","3.9884561808410899",-0.592,"79.264920000000004","79.342330000000004","24.455500000000001","24.554929999999999","49.21367","44.106870000000001","68.344809999999995","65.72184","1.48","786.89563129999999"
"Burundi",12551.213,"6655.1840000000002","2053.8245000000002",3.14918000090578,2.335918136493,437.599,5.0779,43.0412,47.5142,61.6627,"95.197000000000003","90.363","4.8330000000000002","14.058","5.5694246186565097","4.6068786384112403",-1.148,"51.575159999999997","50.34675","11.77477","8.4287200000000002","32.989690000000003","26.318549999999998","64.597459999999998","59.008510000000001","1.74","261.24747250000001"
"Cabo Verde",587.925,"188.249","50.444499999999998",1.14358300465371,0.837124992814144,9.976,1.8956,54.3332,68.6183,74.0518,"47.176000000000002","39.168999999999997","8.0069999999999997","67.102000000000004","2.1960548698895002","1.3925252354209401",-2.165,"19.134779999999999","18.457139999999999","7.2346000000000004","8.2235600000000009","11.795540000000001","13.23869","29.26878","23.955880000000001","2.1","3603.7817930000001"
"Cambodia",16589.0235,"5756.4719999999998","1613.0635",1.43965968843714,0.890467017203541,320.934,2.3438,39.1286,58.6253,69.5835,"53.448","44.959000000000003","8.4890000000000008","24.667999999999999","2.7028285674361299","2.53404413824263",-1.462,"29.643640000000001","29.40767","10.630520000000001","11.072609999999999","17.148240000000001","12.104509999999999","53.84366","56.286909999999999","1.1599999999999999","1643.1213889999999"
"Cameroon",27198.628,"13338.934499999999","4345.8209999999999",2.67938278437586,2.28230993641416,950.546,4.4633,47.583,52.9317,60.3334,"82.256","77.331999999999994","4.9240000000000004","58.148000000000003","3.7945870934839299","3.1381349852821101",-0.363,"55.668120000000002","56.543210000000002","4.0037599999999998","12.72457","33.082279999999997","40.393970000000003","49.712299999999999","58.446629999999999","2.7","1507.450206"
"Canada",38155.012,"7214.6180000000004","1901.2375",1.00444812633883,0.719351424568435,373.728,1.4635,72.6118,79.2335,82.6565,"52.101999999999997","23.931000000000001","28.170999999999999","81.653000000000006","1.1277015236063399","0.86486214925802296",5.129,"1.6815199999999999","1.8121400000000001",NA,NA,"0.33148","0.24057999999999999","11.72597","12.03281","1.1000000000000001","46189.660109999997"
"Central African Republic",5457.1545,"3045.1885000000002","984.81100000000004",1.6742516563371,2.59004971092428,234.821,5.9783,45.0721,45.406,53.8947,"102.768","97.700999999999993","5.0670000000000002","42.648000000000003","2.2186901309613001","3.6939211162624002",-15.606,NA,NA,NA,NA,"42.855130000000003","61.411520000000003","76.060940000000002","85.821619999999996","4.4800000000000004","467.90744059999997"
"Chad",17179.74,"9343.1435000000001","3217.6824999999999",3.33700873760586,2.72419574217786,744.834,6.2549,40.6034,47.443,52.5254,"98.727000000000004","94.712000000000003","4.0149999999999997","23.780999999999999","3.73437212248745","4.0179204190320199",0.525,"85.036919999999995","87.161169999999998","17.309570000000001","35.042729999999999","54.935130000000001","69.53501","70.597980000000007","85.140360000000001","2.23","709.54031010000006"
"Chile",19493.1845,"4313.4735000000001","1151.0315000000001",1.08994646581566,0.293580337473314,229.116,1.5375,62.4906,76.8695,78.9435,"45.218000000000004","26.803000000000001","18.414999999999999","87.816999999999993","1.1805843054501699","0.40808963787765301",5.85,"4.2211100000000004","5.2520899999999999","5.96E-2","0.87883999999999995","3.3529599999999999","4.3962399999999997","4.52346","4.8978400000000004","2.89","14896.453869999999"
"China",1425893.4645,"300091.64","74789.700500000006",0.570299361850106,-0.0596808618680707,10881.567,1.164,56.607,71.8807,78.2107,"44.545999999999999","25.538","19.007000000000001","62.512","3.13110572189137","1.2087972417224",-0.14,NA,NA,NA,NA,NA,NA,NA,NA,"1.71","10216.63033"
"Colombia",51516.562,"13536.468500000001","3670.4720000000002",1.24477317568117,0.55380964818085,730.203,1.7168,61.5694,71.3201,72.8296,"43.503999999999998","30.991","12.513","81.739999999999995","1.70286130869189","0.87173975495789102",4.123,"1.3584000000000001","0","1.84815","0.54","1.5704400000000001","0.25041000000000002","18.055689999999998","15.639010000000001","3.88","6428.6762060000001"
"Comoros",821.6255,"363.46199999999999","113.68899999999999",1.93687269994713,1.58209927428545,24.18,3.9777,44.863,58.7565,63.4174,"74.116","66.623000000000005","7.4939999999999998","29.613","2.1523802789381801","2.50603891611757",-2.154,"70.606589999999997","69.573030000000003","18.137170000000001","18.17248","20.133620000000001","18.250399999999999","51.54992","48.139519999999997","2.48","1370.148207"
"Congo",5835.806,"2786.308","846.89449999999999",2.85013233006684,2.01232635255372,179.193,4.1707,53.6342,53.682,63.5187,"78.823999999999998","74.034999999999997","4.7889999999999997","68.283000000000001","3.53887179568411","2.59012302177113",-0.765,"71.458280000000002","69.610849999999999","14.941129999999999","16.328690000000002",NA,NA,NA,NA,"3.05","2279.9691309999998"
"Cook Islands",17.0025,"4.8174999999999999","1.4015",0.32741904170253,0.119332822824546,0.277,2.2449,64.3464,69.9754,74.7598,"53.771000000000001","36.415999999999997","17.356000000000002","75.72","1.0262047859958601","0.39764829902425602",-9.365,"14.10628","0","1.6447400000000001","2.3359299999999998","0.87260000000000004","1.2345699999999999","34.25","21.573599999999999",NA,NA
"Costa Rica",5153.957,"1278.3895","329.04750000000001",1.20324662517146,0.532650142298427,61.176,1.5335,65.3613,77.5857,77.0232,"45.093000000000004","29.814","15.279","81.424999999999997","2.6946731896485598","1.0804787455773699",0.404,"1.53728","1.4618199999999999","3.1863700000000001","3.31332","4.1207099999999999","3.5714999999999999","9.4566099999999995","7.0899099999999997","3.12","12243.81143"
"Côte d'Ivoire",27478.249,"13378.887500000001","4202.0479999999998",2.22610710209769,2.21557677826462,932.943,4.418,44.3252,50.8423,58.5983,"79.215000000000003","74.908000000000001","4.3070000000000004","52.18","3.0869430224196299","3.0585708000759602",-0.764,"78.166489999999996","72.453580000000002","0.28266999999999998","7.0139500000000004","40.201349999999998","43.865859999999998","53.46087","62.862430000000003","6.35","2276.3332789999999"
"Croatia",4060.1355,"691.38250000000005","180.49",-0.497904059115313,-0.564668221291458,34.733,1.4518,68.9443,74.5836,77.5804,"56.515000000000001","22.126999999999999","34.387999999999998","57.878","-0.14375496731423901","3.1537824821945101E-2",-2.559,"3.5488400000000002","4.6611599999999997",NA,NA,NA,NA,"14.4147","10.02749","1.04","14944.35622"
"Cuba",11256.3725,"2141.7314999999999","553.01700000000005",0.0828467130302705,-0.23192695504745,100.445,1.4419,68.3978,76.1831,73.6829,"45.920999999999999","23.055","22.866","77.292000000000002","0.19968576421565801","-5.6046643611461201E-2",-0.628,"5.9780699999999998","2.8827799999999999","0.63966999999999996","0.93171999999999999","12.69275","12.150639999999999","16.476680000000002","12.419079999999999","0.9","8821.8188910000008"
"Cyprus",1244.188,"236.292","66.614500000000007",1.26796854610167,0.529677705980365,12.82,1.3208,68.9274,76.568,81.2033,"43.807000000000002","22.983000000000001","20.824000000000002","66.855999999999995","1.1395180884396501","0.69763326792869695",1.605,"0","3.2440500000000001","0.34225","0.81850000000000001","2.3743599999999998","2.24891","6.1130399999999998","8.7346599999999999","1.21","27858.370999999999"
"Czechia",10510.7505,"1983.164","550.58150000000001",0.135876134711069,-0.0136107825774241,103.948,1.6986,69.4892,74.9787,77.7283,"57.37","25.184000000000001","32.186","74.213999999999999","0.14057213503246399","0.230064923169012",0.345,"7.2923200000000001","7.5121799999999999","1.2112099999999999","0.49345","0.36948999999999999","0.47337000000000001","4.2029899999999998","4.3711599999999997","0.82","23489.838660000001"
"Democratic People's Republic of Korea",25971.909,"5940.1149999999998","1699.8579999999999",0.484089342073162,0.24340141226701,343.885,1.809,60.5707,60.7631,73.2845,"43.484000000000002","27.187999999999999","16.295999999999999","62.642000000000003","0.71630132142066305","0.69401708311439803",-0.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of the Congo",95894.1185,"50791.484499999999","17697.9375",3.0812388274834,2.88854855888976,4034.953,6.1564,43.2839,51.7812,59.193,"97.97","92.105999999999995","5.8650000000000002","46.234999999999999","4.3284435325813497","4.0332357088739803",-0.674,NA,NA,NA,NA,NA,NA,NA,NA,"2.06","580.71686720000002"
"Denmark",5854.2405,"1151.8525","310.29399999999998",0.413908246142046,0.425025697650322,63.148,1.7187,73.3635,76.8137,81.3753,"57.317","25.43","31.885999999999999","88.24","0.57975154460940403","0.56121627017751397",3.893,"3.9842900000000001","2.8982000000000001","0.92461000000000004","0.42964000000000002","0.25602000000000003","0.84769000000000005","9.7680699999999998","8.7799399999999999","0.98","60213.092149999997"
"Djibouti",1105.5575,"408.80099999999999","116.3725",1.83182400714958,1.22293913051668,24.541,2.8041,47.5115,56.5734,62.3049,"54.478999999999999","47.533999999999999","6.9450000000000003","78.216999999999999","1.9260831915230401","1.44235437447279",0.671,"83.704890000000006","86.531130000000005","31.007059999999999","36.097560000000001","40.097769999999997","38.888359999999999","52.33914","53.025460000000002","2.04","3414.9248699999998"
"Dominica",72.4125,"17.718","4.6500000000000004",0.247650895540746,0.370348850232349,0.965,1.5949,65.4677,72.6932,72.814,"41.204999999999998","28.047000000000001","13.157999999999999","71.394999999999996","0.65474982459140696","0.75408355252811199",0.787,"7.4725299999999999","0","1.00813","0.77415","2.9481099999999998","1.0309299999999999","13.891730000000001","27.041360000000001","2.54","8110.5685119999998"
"Dominican Republic",11117.8735,"3625.9969999999998","1015.424",1.20481426865107,0.77804119837968,205.05,2.2727,56.1446,69.4232,72.6146,"52.735999999999997","41.787999999999997","10.948","83.212999999999994","2.58643554008209","1.3360390491421701",-1.345,"1.6147899999999999","1.22583","4.6196299999999999","3.5809000000000002","9.5192399999999999","8.26328","27.817019999999999","24.781400000000001","2.21","8282.1163589999996"
"Ecuador",17797.737,"5583.6205","1492.4295",1.57834464134956,0.931767312186475,298.989,2.0256,57.1518,72.8394,73.67,"50.92","39.387","11.532999999999999","64.361000000000004","1.87433490586225","1.28823206307793",2.019,"17.676749999999998","14.837770000000001",NA,NA,"5.2664799999999996","2.0666099999999998","22.25224","20.365970000000001","2.5099999999999998","6183.8238250000004"
"Egypt",109262.1775,"41987.5","12368.456",1.94890300247612,1.38509401060525,2465.005,2.9174,50.0132,68.0074,70.2207,"60.838000000000001","53.158000000000001","7.6790000000000003","42.862000000000002","1.9473450060456099","1.7984072082692499",-0.296,"63.339379999999998","63.216819999999998",NA,NA,"3.1257199999999998","1.60303","22.735279999999999","24.131399999999999","1.23","3019.205829"
"El Salvador",6314.1675,"1967.4525000000001","507.83949999999999",0.259901938444628,0.370132450645769,101.405,1.8031,51.4097,69.8647,70.7479,"51.314","38.981000000000002","12.333","74.117999999999995","1.30979910991736","1.0506731530562401",-4.321,"14.828379999999999","12.459680000000001","7.0349700000000004","6.6391999999999998",NA,NA,"42.015250000000002","40.72636","1.91","4187.2500309999996"
"Equatorial Guinea",1634.4655,"721.89599999999996","229.691",4.028099547443,2.04959345964527,49.749,4.266,30.2482,53.2264,60.5943,"72.16","66.739999999999995","5.42","73.561000000000007","5.9239675380166696","2.5465185481864201",3.976,"56.92183","55.089700000000001","55.777099999999997","54.814450000000001",NA,NA,NA,NA,NA,"8131.9238880000003"
"Eritrea",3620.312,"1711.9745","485.89449999999999",1.88619878165252,1.69215697902205,103.861,3.8674,41.0897,56.1105,66.5358,"77.902000000000001","70.772999999999996","7.1289999999999996","41.984999999999999","3.9889487479736498","3.0079100892146502",-4.131,"73.081270000000004","73.46575","44.992449999999998","49.806469999999997","32.036270000000002","40.289990000000003","44.930300000000003","52.588039999999999",NA,"642.50765909999996"
"Estonia",1328.701,"259.71249999999998","70.680499999999995",-0.23560887109077,-0.277745623558505,13.639,1.6761,69.8694,71.3298,77.1436,"58.33","26.076000000000001","32.253999999999998","69.415000000000006","-0.245160376301197","5.6370470579647902E-3",2.257,"6.9295999999999998","6.7223600000000001","2.8538700000000001","2.1088200000000001","1.6230899999999999","1.04433","1.7881100000000001","2.2042899999999999","1.1000000000000001","23717.799449999999"
"Eswatini",1192.271,"493.29149999999998","140.0675",0.647755448988984,0.917165237415766,28.831,2.8395,50.8043,47.2561,57.0657,"63.994999999999997","57.445999999999998","6.5490000000000004","24.369","0.94968675054287899","1.7654474993856699",-4.099,NA,NA,"14.566129999999999","15.9","2.5789599999999999","2.9464600000000001","14.33211","18.075009999999999","4.08","3894.679807"
"Ethiopia",120283.026,"56315.0285","17797.906999999999",2.66017229666644,2.20117383118462,3895.734,4.1591,42.8154,50.5378,64.9748,"75.745000000000005","70.23","5.516","22.173999999999999","4.5007291180432203","4.1412414714338901",-0.012,"55.420900000000003","58.659649999999999","8.8283299999999993","16.84797","44.948659999999997","49.194270000000003","72.809889999999996","75.240279999999998","1.46","855.76086229999999"
"Fiji",924.6095,"316.01249999999999","89.525499999999994",0.4780420405423,0.627259282304244,17.943,2.4748,61.713,66.31,67.114,"52.978000000000002","44.23","8.7479999999999993","57.74","1.32610267972965","1.34720901141545",-6.472,"10.731920000000001","15.344709999999999","0.57764000000000004","1.2056",NA,NA,"24.27176","9.2372599999999991","1.62","6175.8887199999999"
"Finland",5535.992,"1036.3724999999999","243.643",0.31437463486022,0.0590066146074946,46.891,1.3891,70.3242,77.6712,82.0381,"62.128","25.013999999999999","37.113","85.596000000000004","0.50373996136757604","0.173202378476187",2.7,"0.12336999999999999","2.2526299999999999","2.1814100000000001","1.5529900000000001","0.63697999999999999","0.30475999999999998","2.7724799999999998","4.9138200000000003","0.93","48771.373800000001"
"France",64531.444,"13567.713","3407.9105",0.450023340487048,0.148703631626862,677.303,1.79,72.0902,79.0472,82.4988,"63.122999999999998","28.34","34.783000000000001","81.242000000000004","0.76005160407773298","0.44340614858629201",0.319,"0","0.17218","0.30242000000000002","2.5559999999999999E-2","0.41549999999999998","0.51075000000000004","4.5054499999999997","3.6380300000000001","1.1000000000000001","40496.364029999997"
"Gabon",2341.179,"984.85299999999995","306.52699999999999",2.80166620293434,1.73458084284116,63.525,3.491,52.5546,61.069,65.821,"67.563000000000002","61.031999999999996","6.5309999999999997","90.423000000000002","3.4346011444100499","1.99037980152502",0.648,NA,NA,"23.746490000000001","22.841370000000001","31.769349999999999","28.640930000000001","43.571129999999997","40.019539999999999","1.64","7767.0134040000003"
"Gambia",2639.9155,"1330.6935000000001","412.351",2.77393591863799,2.15806673359424,87.84,4.6838,39.8713,56.9421,62.083,"84.974999999999994","80.468999999999994","4.5060000000000002","63.222000000000001","4.0502715096434496","2.9786890369446999",-0.742,"42.185409999999997","37.310079999999999","19.050319999999999","8.1125799999999995","21.63297","7.4339399999999998","48.389940000000003","36.7911","1.52","777.81193210000004"
"Georgia",3757.98,"920.09299999999996","261.12549999999999",-0.592821168520763,-0.265563511399809,50.43,2.0813,64.431,69.5754,71.694,"55.402999999999999","32.780999999999999","22.622","59.872","-1.30697777451082E-2","0.38606685056948897",-0.727,NA,NA,"1.1243300000000001","7.4329999999999993E-2","1.6665099999999999","0.58530000000000004","6.3225899999999999","3.5840299999999998","1.53","4697.9836480000004"
"Germany",83408.5545,"13835.790499999999","3971.3114999999998",0.102664690036053,-0.0619936096360161,763.168,1.53,70.6798,78.0637,80.6301,"56.356000000000002","21.692","34.664999999999999","77.543999999999997","0.25814070352829399","0.10984959321637799",3.757,"3.2834500000000002","2.6481599999999998","1.6274200000000001","0.30349999999999999","5.3682400000000001","3.1561599999999999","14.120279999999999","15.475860000000001","1.07","46467.516199999998"
"Ghana",32833.0315,"14290.52","4306.1189999999997",2.34519850016652,1.6949091998491,904.679,3.5633,47.8046,58.195,63.7954,"68.724000000000004","62.857999999999997","5.8659999999999997","57.984999999999999","3.6146304639307898","2.6053702331613602",-0.343,"7.6121800000000004","5.82226","6.8600099999999999","5.0701599999999996","9.2712900000000005","5.8972699999999998","25.00309","24.652270000000001","2.25","2202.1155669999998"
"Greece",10445.365,"1794.2165","433.23050000000001",-0.232448611580796,-0.400017183099768,79.072,1.371,72.8222,78.3771,80.1106,"57.65","22.166","35.484000000000002","80.037999999999997","0.205152964626412","-5.7907491370189003E-2",-1.417,"4.04922","2.5789200000000001","1.15124","0.61721000000000004","2.6510500000000001","3.7294900000000002","3.81996","6.2137900000000004","1.1399999999999999","19580.98833"
"Grenada",124.61,"35.298499999999997","10.07",0.670009688691457,0.479940237062095,1.99,2.0043,66.2157,72.7829,74.9362,"51.320999999999998","36.424999999999997","14.897","36.694000000000003","0.78063245519510904","1.0428768328957401",-0.682,"14.762930000000001","15.712680000000001","3.8014600000000001","2.82159",NA,NA,"11.665699999999999","11.409800000000001","1.62","10808.672119999999"
